years_bp,gisp2_temp_c,epica_co2_ppm,solar_delta_14c,geomagnetic_vadm,global_sea_level_anomaly_m
11640,-39.1071052631579,260.4789473684211,167.8,4.644,-44.788873466887715
11650,-40.130747368421055,255.43941176470588,166.2,4.676,-44.924944374529005
11660,-41.007905263157895,249.80411764705883,165.8,4.683999999999999,-45.06106733311228
11670,-42.00123333333333,249.90666666666667,172.0,4.5600000000000005,-45.19724231207234
11680,-43.168816666666665,253.83444444444444,176.1,4.478,-45.33346928084401
11690,-44.3364,254.35473684210527,174.6,4.508,-45.46974820886209
11700,-44.66955151515151,254.02315789473684,173.2,4.536,-45.60607906556142
11710,-45.00270303030303,255.01500000000001,173.8,4.523999999999999,-45.74246182037678
11720,-45.335854545454545,256.03285714285715,175.4,4.492,-45.87889644274303
11730,-45.750209375,255.96142857142857,176.7,4.466,-46.01538290209495
11740,-46.199365625,255.89,176.7,4.466,-46.15192116786737
11750,-46.648521875,257.39,175.2,4.496,-46.288511209495105
11760,-46.81521428571428,258.7166666666667,173.7,4.526,-46.42515299641296
11770,-46.699442857142856,258.48333333333335,173.8,4.523999999999999,-46.56184649805576
11780,-46.58367142857143,258.25,176.5,4.47,-46.698591683858325
11790,-46.4679,258.3772727272727,180.2,4.396000000000001,-46.83538852325545
11800,-46.66017272727273,258.50454545454545,182.6,4.348,-46.97223698568199
11810,-46.85244545454545,257.92555555555555,181.5,4.37,-47.10913704057272
11820,-47.04471818181818,257.17,178.4,4.432,-47.24608865736247
11830,-47.34954117647059,255.92652173913044,175.8,4.484,-47.38309180548605
11840,-47.7026,254.68304347826088,175.5,4.49,-47.5201464543783
11850,-48.05565882352941,254.072,177.2,4.4559999999999995,-47.657252573474004
11860,-48.243306249999996,253.732,179.4,4.412,-47.794410132207986
11870,-48.044993749999996,252.9055,181.0,4.38,-47.93161910001507
11880,-47.846681249999996,251.8705,180.7,4.386,-48.068879446330065
11890,-47.66889393939394,253.00666666666666,179.3,4.414,-48.20619114058779
11900,-47.67583333333333,255.07333333333335,181.7,4.366,-48.34355415222305
11910,-47.68277272727273,256.6281818181818,184.5,4.3100000000000005,-48.48096845067068
11920,-47.68971212121212,257.84181818181816,186.9,4.2620000000000005,-48.618434005365486
11930,-47.70102432432432,256.81545454545454,187.0,4.26,-48.75595078574227
11940,-47.71342972972973,252.4290909090909,183.1,4.338,-48.893518761235875
11950,-47.725835135135135,249.40285714285713,180.2,4.396000000000001,-49.03113790128108
11960,-47.70034705882353,251.81714285714287,182.1,4.3580000000000005,-49.16880817531273
11970,-47.33381764705882,254.05666666666667,182.4,4.352,-49.30652955276564
11980,-46.96728823529412,254.72333333333333,182.2,4.356,-49.444302003074604
11990,-46.60075882352941,255.39,184.8,4.304,-49.582125495674454
12000,-46.5146,252.374,183.6,4.327999999999999,-49.72
12010,-46.5486,249.358,182.7,4.346,-49.85792548548606
12020,-46.5826,247.97727272727272,185.0,4.3,-49.995901921567445
12030,-46.61185,248.23181818181817,187.1,4.258,-50.13392927767897
12040,-46.59835,249.07999999999998,187.9,4.242,-50.27200752325545
12050,-46.58485,251.31333333333333,187.2,4.256,-50.410136627731724
12060,-46.57135,252.90285714285713,187.3,4.254,-50.54831656054258
12070,-46.519000000000005,251.91714285714286,189.0,4.22,-50.686547291122835
12080,-46.45,251.20807692307693,189.9,4.202,-50.824828788907304
12090,-46.381,252.98884615384614,193.4,4.132,-50.96316102333083
12100,-46.312,254.76961538461538,191.8,4.164,-51.101543963828185
12110,-46.402899999999995,254.96526315789473,188.7,4.226,-51.23997757983422
12120,-46.6004,253.5757894736842,192.8,4.144,-51.37846184078372
12130,-46.7979,252.50727272727272,195.1,4.098,-51.51699671611153
12140,-46.9954,251.65272727272728,196.6,4.068,-51.65558217525245
12150,-47.098841176470586,251.1909090909091,197.1,4.058,-51.79421818764129
12160,-47.202282352941175,251.3181818181818,200.1,3.998,-51.932904722712884
12170,-47.305723529411765,251.3790909090909,199.6,4.008,-52.071641749902035
12180,-47.40473076923077,251.17454545454544,198.8,4.023999999999999,-52.210429238643556
12190,-47.50078205128205,250.97,201.0,3.979999999999999,-52.349267158372264
12200,-47.59683333333333,250.34142857142857,197.8,4.044,-52.488155478522984
12210,-47.692884615384614,249.71285714285716,197.1,4.058,-52.62709416853052
12220,-47.70061515151515,249.47,200.6,3.988,-52.766083197829694
12230,-47.67049393939394,249.26999999999998,205.3,3.894,-52.90512253585531
12240,-47.64037272727273,249.13666666666666,209.9,3.802,-53.0442121520422
12250,-47.57282941176471,249.01999999999998,210.9,3.782,-53.18335201582517
12260,-47.44915294117647,249.02166666666665,209.6,3.808,-53.32254209663903
12270,-47.325476470588235,249.20083333333332,209.9,3.802,-53.46178236391861
12280,-47.2018,249.38,207.2,3.856,-53.601072787098715
12290,-47.28008571428571,249.16095238095238,209.1,3.818,-53.740413335614164
12300,-47.35837142857143,248.94190476190474,214.2,3.716,-53.87980397889978
12310,-47.43665714285714,249.7345,219.9,3.601999999999999,-54.01924468639035
12320,-47.514942857142856,250.6395,221.9,3.5619999999999994,-54.158735427520725
12330,-47.54530379746836,249.19181818181818,217.0,3.66,-54.298276171725696
12340,-47.5636835443038,247.48272727272726,215.4,3.692,-54.4378668884401
12350,-47.58206329113924,246.12363636363636,221.6,3.5679999999999996,-54.57750754709872
12360,-47.600443037974685,244.91454545454545,227.0,3.46,-54.7171981171364
12370,-47.61882278481013,244.02521739130435,228.1,3.4379999999999997,-54.85693856798794
12380,-47.63720253164557,243.45565217391305,228.7,3.426,-54.996728869088166
12390,-47.65558227848101,243.32380952380953,230.2,3.396,-55.13656898987188
12400,-47.673962025316456,244.94285714285715,234.8,3.3039999999999994,-55.27645889977392
12410,-47.828313513513514,246.45772727272728,238.7,3.226,-55.416398568229084
12420,-47.997772972972975,247.035,239.9,3.202,-55.55638796467219
12430,-48.16723243243243,247.6122727272727,238.1,3.2380000000000004,-55.696427058538056
12440,-48.2966,246.95,237.6,3.248,-55.83651581926149
12450,-48.2656,246.15,238.3,3.234,-55.97665421627731
12460,-48.2346,245.93,237.5,3.25,-56.11684221902035
12470,-48.2036,246.09666666666666,234.8,3.3039999999999994,-56.2570797969254
12480,-48.1881,245.74,230.0,3.3999999999999995,-56.397366919427284
12490,-48.1881,244.85999999999999,225.4,3.492,-56.53770355596081
12500,-48.1881,244.42,221.2,3.5760000000000005,-56.67808967596081
